"site_id","entity_id","year_BP","mineralogy","d18O_measurement","d13C_measurement","d18O_dweq","d13C_dweq","TEMP","PREC","ISOT","ITIF","EVAP"
"2","14","521","calcite","-9.29","-6.88","-12.6601141497417","-6.88","6.44625328374816","85.5797786330343","-14.056608885904","-13.8405291737955","71.8275448983856"
"2","14","540","calcite","-9.44","-6.86","-12.8442163201459","-6.86","6.30754877798093","86.3475452614144","-14.0536531258634","-13.89332234373","73.3061727029862"
"2","14","559","calcite","-9.19","-6.93","-12.5344650223873","-6.93","6.55253552425416","83.4337210831559","-13.9879348727595","-13.8554198899591","70.7592401648203"
"2","14","577","calcite","-8.87","-6.76","-12.3377661577238","-6.76","5.92612662857776","91.2764492405332","-14.175340305359","-14.056551348823","78.8334238160297"
"2","14","596","calcite","-8.45","-6.58","-11.7754180735015","-6.58","6.53446589878048","84.5066040089428","-14.4922968807155","-14.5338639215157","71.2291511326732"
"2","14","614","calcite","-8.09","-6.73","-11.4410200041781","-6.73","6.36145436418394","78.9694617263289","-14.4751828071104","-13.9979454114845","67.7389792639465"
"2","14","633","calcite","-7.63","-6.83","-11.0759156416088","-6.83","5.84876915723917","80.7749697446143","-14.3458776860952","-13.5585632106895","68.0837847687026"
"2","14","652","calcite","-7.46","-6.79","-10.8650563878272","-6.79","6.01583917953208","89.4225595620744","-14.3324550760146","-14.3304470623492","74.8813399975529"
"2","14","670","calcite","-6.97","-6.99","-10.3906465896241","-6.99","5.87157210332974","89.301412002557","-14.0969084341604","-14.4212030419088","77.13440531863"
"2","14","689","calcite","-6.9","-6.61","-10.312533970053","-6.61","5.89947537594505","82.5748990182075","-14.2183142732322","-14.1276357051158","70.3742317020436"
"2","14","707","calcite","-6.82","-6.49","-10.0965771088506","-6.49","6.5271204393301","86.8527965106086","-14.2168659606278","-13.3685879329326","73.7238295371111"
"2","14","726","calcite","-6.58","-5.92","-9.90157409455945","-5.92","6.28031297703197","86.4218129405157","-14.2362923193298","-14.0432942008464","73.4338218762622"
