"entity_id","mineralogy","interp_age","d13C_measurement","d18O_measurement"
21,"calcite",106.297757975,-8.94,-5.46
21,"calcite",113.684483381,-8.03,-5.17
21,"calcite",121.071208787,-8.62,-5.44
21,"calcite",128.457934192,-9.12,-5.51
21,"calcite",135.844659598,-8.36,-5.31
21,"calcite",143.231385003,-8.96,-5.63
21,"calcite",150.618110409,-9.36,-5.73
21,"calcite",158.004835815,-8.54,-5.74
21,"calcite",165.39156122,-8.93,-6.18
21,"calcite",172.778286626,-9.38,-6.27
21,"calcite",180.165012032,-8.67,-5.77
21,"calcite",187.551737437,-8.98,-5.75
21,"calcite",194.938462843,-8.49,-5.53
21,"calcite",202.325188248,-6.5,-4.73
21,"calcite",210.368700538,-7.54,-5.65
21,"calcite",218.412212827,-8.19,-5.63
21,"calcite",226.455725116,-7.79,-5.06
21,"calcite",234.499237405,-8.2,-5.47
21,"calcite",242.542749694,-8.02,-5.5
21,"calcite",250.586261984,-8.66,-5.55
21,"calcite",258.629774273,-8.79,-6.03
21,"calcite",266.673286562,-7.98,-4.97
21,"calcite",274.716798851,-8.12,-5.26
21,"calcite",282.760311141,-8.26,-5.41
21,"calcite",290.80382343,-8.26,-4.92
21,"calcite",298.847335719,-8.51,-4.86
21,"calcite",306.890848008,-7.96,-5.19
21,"calcite",314.934360297,-8.76,-5.35
21,"calcite",322.977872587,-8.42,-5.12
21,"calcite",331.021384876,-7.79,-4.91
21,"calcite",339.064897165,-8.6,-5.19
21,"calcite",347.108409454,-8.7,-5.2
21,"calcite",355.151921744,-9.07,-5.22
21,"calcite",363.195434033,-8.75,-5
21,"calcite",371.238946322,-8.58,-5.29
21,"calcite",379.282458611,-8.55,-5.06
21,"calcite",387.3259709,-8.45,-5.02
21,"calcite",395.36948319,-8.28,-5.5
21,"calcite",403.412995479,-9.19,-6.2
21,"calcite",407.092731797,-8.08,-5.31
21,"calcite",410.772468115,-8.46,-5.26
21,"calcite",414.452204433,-9.2,-5.28
21,"calcite",418.13194075,-8.65,-4.98
21,"calcite",421.811677068,-9.23,-5.66
21,"calcite",425.491413386,-8.46,-5.49
21,"calcite",429.171149704,-8.85,-5.26
21,"calcite",432.850886022,-8.55,-5.6
21,"calcite",436.53062234,-8.91,-5.67
21,"calcite",440.210358658,-9.38,-5.87
21,"calcite",443.890094976,-9.3,-5.84
21,"calcite",447.569831293,-9.13,-5.69
21,"calcite",451.249567611,-9.24,-5.74
21,"calcite",454.929303929,-9.34,-5.6
21,"calcite",458.609040247,-9.69,-6.05
21,"calcite",462.288776565,-9.38,-6.17
21,"calcite",465.968512883,-9.31,-5.95
21,"calcite",469.648249201,-9.5,-6.15
21,"calcite",473.327985519,-8.92,-5.73
21,"calcite",477.007721836,-9.55,-5.94
21,"calcite",480.687458154,-9.34,-5.86
21,"calcite",484.367194472,-9.12,-5.63
21,"calcite",488.04693079,-9.55,-5.83
21,"calcite",491.726667108,-8.95,-5.61
21,"calcite",495.406403426,-9.03,-5.93
21,"calcite",499.086139744,-9.06,-5.91
21,"calcite",502.765876062,-8.59,-5.89
21,"calcite",506.445612379,-9.07,-6.37
21,"calcite",510.125348697,-8.8,-5.78
21,"calcite",513.805085015,-8.75,-5.6
21,"calcite",517.484821333,-9.35,-5.8
21,"calcite",521.164557651,-9.26,-5.58
21,"calcite",524.844293969,-9.29,-5.83
21,"calcite",528.524030287,-9.24,-5.93
21,"calcite",532.203766605,-9.48,-6.29
21,"calcite",535.51937694,-9.6,-6.36
21,"calcite",538.834987275,-9.47,-6.16
21,"calcite",542.150597611,-9.18,-5.38
21,"calcite",545.466207946,-9.26,-5.58
21,"calcite",548.781818281,-9.15,-5.73
21,"calcite",552.097428617,-8.7,-5.39
21,"calcite",555.413038952,-8.85,-5.43
21,"calcite",558.728649287,-9.38,-5.59
21,"calcite",562.044259622,-9.4,-5.86
21,"calcite",565.359869958,-9.71,-5.86
21,"calcite",568.675480293,-9.22,-5.94
21,"calcite",571.991090628,-9.31,-6.3
21,"calcite",575.306700964,-9.31,-6.2
21,"calcite",578.622311299,-9.04,-6.17
21,"calcite",581.937921634,-9.41,-6.03
21,"calcite",585.25353197,-9.46,-5.75
21,"calcite",588.569142305,-9.5,-6.02
21,"calcite",591.88475264,-9.5,-5.83
21,"calcite",595.200362976,-9.1,-5.99
21,"calcite",598.515973311,-9.32,-6.22
21,"calcite",605.314308694,-9.2,-5.98
21,"calcite",612.112644076,-8.49,-5.82
21,"calcite",618.910979459,-8.78,-5.67
21,"calcite",625.709314842,-9.32,-5.66
21,"calcite",632.507650225,-9.45,-5.82
21,"calcite",639.305985608,-9.42,-6.19
21,"calcite",646.10432099,-9.1,-6.3
21,"calcite",652.902656373,-8.89,-5.72
21,"calcite",659.700991756,-8.79,-5.65
21,"calcite",666.499327139,-8.59,-5.8
21,"calcite",673.297662521,-8.67,-5.99
21,"calcite",680.095997904,-8.39,-5.67
21,"calcite",686.894333287,-8.49,-5.78
21,"calcite",693.69266867,-9.21,-6.15
21,"calcite",700.491004052,-9.11,-5.85
21,"calcite",707.289339435,-8.96,-5.86
21,"calcite",714.087674818,-8.81,-5.84
21,"calcite",720.886010201,-8.81,-5.86
21,"calcite",727.684345584,-9.02,-6.24
21,"calcite",734.482680966,-9.39,-6.62
21,"calcite",741.281016349,-9.43,-6.74
21,"calcite",748.079351732,-9.19,-6.82
21,"calcite",754.877687115,-9.06,-6.43
21,"calcite",761.676022497,-9.22,-6.25
21,"calcite",768.47435788,-9.74,-5.99
33,"calcite",105.987,-9.0318327821,-4.08248628372
33,"calcite",110.148,-8.50360025438,-4.09144446043
33,"calcite",115.715,-8.29029362344,-4.17613661714
33,"calcite",119.188,-8.833636838,-4.29041008897
33,"calcite",124.039,-7.84464133347,-3.92619836606
33,"calcite",127.521,-7.63168457567,-4.00608111525
33,"calcite",133.104,-7.44984626669,-4.2432041443
33,"calcite",138.688,-7.47350154347,-4.03401566971
33,"calcite",142.87,-8.52425324077,-3.88254789682
33,"calcite",147.753,-7.2085138227,-3.91356787124
33,"calcite",154.044,-8.22616612368,-4.04599217878
33,"calcite",158.235,-9.8546591349,-4.4909835293
33,"calcite",161.732,-9.62263820548,-4.62899932095
33,"calcite",167.323,-9.52704092382,-4.71678977014
33,"calcite",188.421,-9.16946128842,-4.16183332012
33,"calcite",192.751,-9.09330572987,-4.24159570631
33,"calcite",197.875,-9.39966302584,-4.54426334084
33,"calcite",202.919,-9.28938858373,-4.45812874939
33,"calcite",207.259,-9.56793354194,-4.41095377289
33,"calcite",212.308,-9.4393039869,-4.26549769119
33,"calcite",217.332,-9.49852752561,-4.48494550168
33,"calcite",222.55,-9.05381195426,-4.53775505514
33,"calcite",227.148,-9.40923885466,-4.81487218831
33,"calcite",232.353,-9.13562747893,-4.49943231399
33,"calcite",238.33,-9.18167278915,-4.48423309408
33,"calcite",242.151,-9.41882425532,-4.49442641922
33,"calcite",246.047,-9.57503116224,-4.54039602556
33,"calcite",250.136,-8.96832814851,-4.19087126349
33,"calcite",251.001,-9.27688850077,-4.36201813949
33,"calcite",256.433,-9.52430264494,-4.37627827753
33,"calcite",263.23,-9.51071481007,-4.39342086578
33,"calcite",268.403,-9.90379593929,-4.62485535687
33,"calcite",274.375,-9.54288885566,-4.63420645415
33,"calcite",279.811,-9.59115094596,-4.45279913234
33,"calcite",285.164,-9.59005903252,-4.5122654674
33,"calcite",294.962,-9.63608542272,-4.76838992918
33,"calcite",302.605,-10.7893029405,-5.05
33,"calcite",307.097,-9.74252566784,-4.79238614466
33,"calcite",319.994,-9.90239684386,-4.94758727007
33,"calcite",327.363,-9.98873726496,-4.7365229467
33,"calcite",337.448,-9.90344608546,-4.67083535319
33,"calcite",343.621,-9.78190726768,-4.54400133769
33,"calcite",348.065,-9.86795435428,-4.48410058176
33,"calcite",351.023,-9.64332704958,-4.50248426733
33,"calcite",355.101,-9.2379556611,-4.21954024593
33,"calcite",357.978,-9.84452517901,-4.2709570803
33,"calcite",362.45,-9.93223297205,-4.7841431206
33,"calcite",365.667,-9.86400100947,-4.5326941407
33,"calcite",370.47,-9.01817399651,-4.50091428797
33,"calcite",373.583,-9.93531562227,-4.58129762644
33,"calcite",376.453,-9.56,-4.51
33,"calcite",379.935,-9.58,-4.51
33,"calcite",383.546,-9.6,-4.5
33,"calcite",386.599,-9.66779567284,-4.55055414546
33,"calcite",389.21,-9.56343897105,-4.39859983217
33,"calcite",391.233,-9.53812887526,-4.41771329577
33,"calcite",395.197,-9.8723660592,-4.55407682729
33,"calcite",398.271,-9.67244485215,-4.52287664038
33,"calcite",401.76,-9.83982552178,-4.46168178406
33,"calcite",404.323,-9.72653374014,-4.55239345003
33,"calcite",407.828,-9.85227724076,-4.91208944806
33,"calcite",410.792,-9.78892310677,-4.54467211019
33,"calcite",414.56,-9.54,-4.51
33,"calcite",418.371,-9.47754519207,-4.36238740008
33,"calcite",420.492,-9.36986264283,-4.3288721182
33,"calcite",424.489,-9.21588994309,-4.26116521677
33,"calcite",429.03,-9.6470146742,-4.36621879647
33,"calcite",433.555,-10.1699687609,-4.57868285799
33,"calcite",438.132,-9.92423734068,-4.38328424151
33,"calcite",471.313,-10.0297574105,-4.71011167654
33,"calcite",474.16,-10.0819092934,-4.27639650226
33,"calcite",476.78,-10.1673978738,-4.4988306966
33,"calcite",480.097,-9.95924917858,-4.76762873011
33,"calcite",482.01,-9.98574243215,-4.75546931767
33,"calcite",484.9,-9.36830520103,-4.57661527496
33,"calcite",486.298,-9.87065865384,-4.76374916119
33,"calcite",487.678,-9.52654418621,-4.68207748332
33,"calcite",489.415,-9.98524115548,-4.5581442118
33,"calcite",491.554,-9.61443317778,-4.56296387054
33,"calcite",493.013,-9.77922844733,-4.68222415225
33,"calcite",494.52,-10.1482227062,-4.80846522061
33,"calcite",497.697,-10.1790079917,-4.66340155086
33,"calcite",500.512,-10.0349095724,-4.66601858514
33,"calcite",503.327,-10.0593175368,-4.48621529876
33,"calcite",505.744,-9.96624839568,-4.36046150804
33,"calcite",509.326,-10.1485131888,-4.55754305716
33,"calcite",511.733,-9.67634164766,-4.37166625292
33,"calcite",514.14,-9.15436445903,-4.19462339304
33,"calcite",517.269,-9.23252830886,-4.12257185742
33,"calcite",518.869,-8.98181853214,-4.11326152382
33,"calcite",522.501,-9.07271928917,-4.3508965818
33,"calcite",525.269,-8.39336835384,-4.04156835292
33,"calcite",528.04,-9.52515163744,-4.56282864417
33,"calcite",530.449,-8.59956932138,-4.06645400575
33,"calcite",532.851,-8.21501949581,-3.98399437158
33,"calcite",534.819,-8.56806476081,-4.06547230547
33,"calcite",537.189,-8.52231131282,-4.07896179576
33,"calcite",540.052,-8.4563801079,-4.23456746096
33,"calcite",542.928,-8.75871132975,-4.19504505109
33,"calcite",546.066,-8.28415932461,-4.25490175464
33,"calcite",547.71,-8.61115289349,-4.29641497784
33,"calcite",549.751,-8.39512978078,-4.27699549876
33,"calcite",552.558,-8.65810174889,-4.40346073262
33,"calcite",555.479,-8.58439136869,-4.28841163398
33,"calcite",558.824,-8.37,-4.02
33,"calcite",561.682,-8.43672527136,-3.99187258469
33,"calcite",564.201,-8.83887141141,-4.07117699846
33,"calcite",566.333,-8.34027519281,-3.76653861922
33,"calcite",568.447,-8.5924934828,-3.89583439747
33,"calcite",571.347,-8.59857981651,-3.90187603078
33,"calcite",573.363,-8.45383122198,-3.92094848994
33,"calcite",575.771,-8.3311726291,-4.09718307211
33,"calcite",577.822,-8.32778676723,-4.0904661266
33,"calcite",579.899,-8.52971749308,-4.01665364979
33,"calcite",583.16,-8.51535789624,-4.04983810088
33,"calcite",589.149,-8.50143845618,-3.96882120438
33,"calcite",592.307,-8.8301179032,-4.28508204292
33,"calcite",594.827,-8.37669726561,-4.11879701508
33,"calcite",596.627,-8.57894936748,-3.94646432376
33,"calcite",599.666,-8.54602612812,-4.07219632238
33,"calcite",602.773,-8.10799097029,-3.86213798206
33,"calcite",606.015,-8.1299866763,-3.72060913867
33,"calcite",608.795,-7.90385045439,-3.78451987468
33,"calcite",612.088,-8.0145572757,-3.97342062548
33,"calcite",614.786,-7.91211418275,-4.22996693437
33,"calcite",618.092,-7.9902413397,-4.02207727569
33,"calcite",620.454,-8.60809486589,-3.88091365989
33,"calcite",623.176,-9.10128890177,-3.79394950218
33,"calcite",626.762,-9.02751225419,-3.88144701364
33,"calcite",628.599,-9.01934478629,-3.3897473141
33,"calcite",631.037,-8.96052066951,-3.62090237388
33,"calcite",634.377,-8.28412411958,-3.70616487227
33,"calcite",636.744,-8.90924726491,-3.54139841535
33,"calcite",641.747,-8.26185892127,-3.31936886411
33,"calcite",652.384,-8.79799246484,-3.65601636938
33,"calcite",659.695,-8.30313211512,-3.73427885874
33,"calcite",661.778,-8.62236484575,-3.93704346136
33,"calcite",665.626,-8.07817151653,-3.89432716262
33,"calcite",669.408,-8.08666439604,-3.99564955029
33,"calcite",672.409,-7.83,-4.07153271068
33,"calcite",681.793,-8.99805233781,-4.45936460082
33,"calcite",685.045,-9.28017397625,-4.3715200531
33,"calcite",688.811,-9.2091184589,-4.34574385838
33,"calcite",691.763,-9.1269692526,-4.47303850685
33,"calcite",695.408,-9.5878806587,-4.5830920034
33,"calcite",699.81,-9.42063296567,-4.4474036641
33,"calcite",703.578,-9.5052710625,-4.25593982535
33,"calcite",708.552,-9.65447033866,-4.4513028686
33,"calcite",713.379,-8.58908310873,-4.13460243737
33,"calcite",716.415,-9.32683494894,-4.44924466921
33,"calcite",720.029,-9.18047918277,-4.289979842
33,"calcite",723.31,-8.86848657151,-4.25254656155
33,"calcite",726.208,-8.85525123238,-4.44438621975
33,"calcite",729.182,-8.93745082707,-4.31671582166
33,"calcite",731.778,-8.19869190314,-4.2447152693
33,"calcite",735.752,-8.02568747345,-4.16770768977
33,"calcite",739.634,-8.69626038818,-4.39794884529
33,"calcite",743.787,-9.18874433431,-4.47929174264
33,"calcite",748.217,-8.85580966257,-4.53725237209
33,"calcite",751.056,-8.87318217578,-4.54567703121
33,"calcite",754.39,-9.25948418936,-4.70471944986
33,"calcite",757.829,-8.76563497436,-4.21310715928
33,"calcite",759.862,-8.35792454627,-4.08948517991
33,"calcite",761.9,-8.74318560142,-4.41588920547
33,"calcite",763.606,-9.1427415085,-4.61854283137
33,"calcite",765.722,-7.9677200419,-4.20105965729
33,"calcite",767.019,-8.54973849709,-4.30032533021
33,"calcite",768.979,-8.34114271015,-4.0614791196
33,"calcite",769.964,-8.22922428546,-4.13219241835
33,"calcite",770.909,-8.578937641,-4.1729602907
33,"calcite",771.778,-8.67265425468,-4.2570929213
33,"calcite",772.743,-8.41277826241,-4.16115947791
33,"calcite",773.685,-9.008314996,-4.33546578699
33,"calcite",774.632,-8.71942682321,-4.2334232026
33,"calcite",775.259,-8.92380949689,-4.34257432889
33,"calcite",776.175,-9.06491231422,-4.22615027349
33,"calcite",777.129,-8.9497785606,-4.34238824854
33,"calcite",777.725,-8.74912906163,-4.2279096743
33,"calcite",778.248,-8.68943691511,-4.14298335923
33,"calcite",779.091,-8.53506171015,-4.11189890196
33,"calcite",779.36,-8.44188725581,-4.08395542961
33,"calcite",779.487,-8.8972398402,-4.31829389634
33,"calcite",779.613,-8.86764043814,-4.26614593374
33,"calcite",779.74,-9.23275903782,-4.29355707243
33,"calcite",779.846,-8.47663409626,-3.96909315511
33,"calcite",779.952,-8.39503298154,-3.90281772423
33,"calcite",780.058,-8.96111042778,-4.25394183249
33,"calcite",780.586,-7.5805752478,-4.07772038521
33,"calcite",780.692,-7.9868283355,-4.50515423409
33,"calcite",782.162,-8.28781160583,-4.44356176197
33,"calcite",783.491,-7.43814386108,-4.16079940355
33,"calcite",785.263,-7.92297613146,-4.50226565719
33,"calcite",786.91,-7.74220195595,-4.3294274302
33,"calcite",791.707,-7.56648753309,-4.16826727474
33,"calcite",794.862,-7.61845513619,-4.4007291838
33,"calcite",800.203,-7.88926316846,-4.08526055858
33,"calcite",834.376,-7.98868929666,-4.155303115
33,"calcite",838.456,-8.9726228066,-4.6177819288
33,"calcite",841.897,-8.23758886778,-4.30171145848
33,"calcite",845.497,-7.59808175541,-3.77387929094
33,"calcite",849.676,-7.80818080794,-4.2357459009
33,"calcite",853.996,-8.58730093095,-4.18178443976
33,"calcite",857.12,-8.29126613842,-4.14493001075
33,"calcite",861.694,-8.33430202825,-4.14173444739
33,"calcite",864.758,-8.11065060424,-4.00901717406
33,"calcite",868.406,-8.29791486693,-4.13114603958
33,"calcite",872.246,-8.07018354668,-4.18925809838
33,"calcite",876.808,-8.15300253389,-4.19840662387
33,"calcite",880.313,-7.99454890855,-4.04952362978
33,"calcite",883.763,-8.06473483098,-4.32732944803
33,"calcite",885.912,-8.8127992453,-4.55727162853
33,"calcite",889.725,-8.3615638048,-4.20765749761
33,"calcite",891.999,-8.20949648663,-4.2481711949
33,"calcite",896.792,-8.89428268808,-4.76597155096
33,"calcite",899.683,-8.23016966672,-4.02204256445
33,"calcite",904.431,-8.26389507855,-4.02903946622
33,"calcite",909.079,-8.82257753341,-4.30594616723
33,"calcite",913.942,-8.5608558939,-4.27271830811
33,"calcite",919.053,-7.97672778217,-3.89183204822
33,"calcite",924.268,-9.03277005774,-4.46807853709
33,"calcite",929.671,-8.5922249922,-4.51797483218
33,"calcite",934.263,-8.67890300933,-4.50590920234
33,"calcite",938.894,-8.14737886638,-4.24973851881
33,"calcite",945.396,-8.3695650944,-4.13760542309
33,"calcite",950.897,-8.37277262936,-4.11227626108
33,"calcite",957.072,-8.32057597674,-4.09490991021
33,"calcite",962.397,-8.96583057173,-4.46796919342
33,"calcite",967.022,-9.45308411825,-4.78060879392
33,"calcite",973.483,-10.1815806731,-5.12217443119
33,"calcite",978.058,-8.94892011992,-4.38690654156
33,"calcite",984.607,-9.37638197113,-4.68642240778
33,"calcite",992.211,-10.0263382845,-5.07799075191
33,"calcite",997.741,-9.77299626399,-4.89524100087
33,"calcite",1003.453,-9.86964665303,-4.6350038624
33,"calcite",1010.331,-10.2531761505,-4.87827039041
33,"calcite",1017.273,-9.82933174151,-4.79191045616
33,"calcite",1023.142,-9.88921178139,-4.51181006958
33,"calcite",1029.099,-10.0072904854,-4.81892512781
33,"calcite",1035.493,-9.7416841373,-4.64463300016
33,"calcite",1041.79,-10.0485589732,-4.65904290775
33,"calcite",1047.916,-9.6880583609,-4.53845331386
33,"calcite",1054.163,-10.2801622445,-4.69888561832
33,"calcite",1060.575,-9.70073424447,-4.65645550075
33,"calcite",1067.776,-9.79532280742,-4.76217795479
33,"calcite",1074.891,-10.0054004675,-4.79929995425
33,"calcite",1082.041,-10.0517118393,-4.85487369321
33,"calcite",1088.149,-10.0350557589,-4.82203950844
33,"calcite",1095.311,-9.373522714,-4.5179948682
48,"aragonite",101.518518519,-3.807,-2.826
48,"aragonite",109.222222222,-3.88174991041,-3.44124304776
48,"aragonite",116.925925926,-3.39760405122,-3.89627371472
48,"aragonite",124.62962963,-3.61443496749,-3.72054688059
48,"aragonite",132.333333333,-3.81621343125,-3.75581151661
48,"aragonite",140.037037037,-4.175,-3.302
48,"aragonite",155.444444444,-4.46852785795,-3.9141052604
48,"aragonite",163.148148148,-4.33667766667,-3.9759674599
48,"aragonite",170.851851852,-3.89696391023,-3.89636658229
48,"aragonite",178.555555556,-4.42167303341,-4.81289096415
48,"aragonite",186.259259259,-4.33566738583,-4.81918894123
48,"aragonite",193.962962963,-4.31400174229,-4.73908361281
48,"aragonite",201.666666667,-4.5182902903,-4.53052784994
48,"aragonite",209.37037037,-4.63890562172,-4.22491162026
48,"aragonite",217.074074074,-3.93697542422,-3.99438246675
48,"aragonite",224.777777778,-3.76738636279,-3.2984115111
48,"aragonite",232.481481481,-4.83005222175,-5.70367036516
48,"aragonite",240.185185185,-4.7278874493,-5.35024313952
48,"aragonite",247.888888889,-3.7640155876,-5.61068026932
48,"aragonite",255.592592593,-4.55672391154,-5.27828681873
48,"aragonite",263.296296296,-4.32727204962,-4.48087384602
48,"aragonite",271,-5.12444366744,-4.44841590133
48,"aragonite",275.85,-4.183,-3.852
48,"aragonite",280.7,-3.98649529155,-3.27114345348
48,"aragonite",290.4,-4.19857959605,-3.72784841088
48,"aragonite",295.25,-4.12512558983,-3.85213876721
48,"aragonite",300.1,-4.43435156995,-4.26997767454
48,"aragonite",304.95,-3.98481222222,-3.95221208162
48,"aragonite",309.8,-3.27958104187,-3.77248683674
48,"aragonite",314.65,-3.35744001899,-3.55236663044
48,"aragonite",319.5,-2.75491413575,-3.51991257549
48,"aragonite",324.35,-3.38185025882,-3.73958473224
48,"aragonite",329.2,-3.882,-3.656
48,"aragonite",334.05,-3.27498597223,-2.61868751785
48,"aragonite",338.9,-4.43581574509,-3.77784252403
48,"aragonite",343.75,-3.94266862521,-3.56948732594
48,"aragonite",348.6,-4.319,-4.063
48,"aragonite",353.45,-2.48551249923,-3.94576823925
48,"aragonite",358.3,-4.68280696099,-3.66341412006
48,"aragonite",363.15,-4.295,-3.366
48,"aragonite",368,-4.12315261383,-4.04547907841
48,"aragonite",373.756097561,-3.31598507235,-3.56541379456
48,"aragonite",379.512195122,-3.11980707848,-3.31689872127
48,"aragonite",391.024390244,-3.60022002316,-4.138412773
48,"aragonite",396.780487805,-3.9840479228,-4.26929648363
48,"aragonite",402.536585366,-3.4194280697,-2.6548052227
48,"aragonite",408.292682927,-3.40914638786,-3.60219786069
48,"aragonite",414.048780488,-3.63251533417,-3.38332310088
48,"aragonite",419.804878049,-3.52404728775,-4.5036891225
48,"aragonite",431.317073171,-3.31617370691,-3.29132780632
48,"aragonite",437.073170732,-3.40214226206,-2.83109047778
48,"aragonite",442.829268293,-3.17555042223,-3.16999486877
48,"aragonite",448.585365854,-2.74234321608,-2.41068507065
48,"aragonite",454.341463415,-3.72923703555,-4.27868680489
48,"aragonite",460.097560976,-3.74281555175,-4.0651769705
48,"aragonite",465.853658537,-3.44065470473,-4.37942161839
48,"aragonite",471.609756098,-3.3770245816,-3.66542365756
48,"aragonite",477.365853659,-3.85559559396,-3.02998072021
48,"aragonite",483.12195122,-4.20852744596,-2.94330683461
48,"aragonite",488.87804878,-3.74954807306,-3.27975995937
48,"aragonite",494.634146341,-3.72783801621,-3.08288800636
48,"aragonite",500.390243902,-3.65935317638,-3.03439436083
48,"aragonite",506.146341463,-3.81800118909,-3.36563693427
48,"aragonite",511.902439024,-2.89412083098,-2.84413326594
48,"aragonite",517.658536585,-4.11319963931,-3.12945793179
48,"aragonite",523.414634146,-4.44919342526,-2.81189387608
48,"aragonite",529.170731707,-4.39329512298,-3.49772792329
48,"aragonite",534.926829268,-3.95951469226,-3.01466583703
48,"aragonite",540.682926829,-4.11468211663,-3.11055403311
48,"aragonite",546.43902439,-4.15810589078,-2.91410363079
48,"aragonite",552.195121951,-4.1827325845,-3.9371775029
48,"aragonite",557.951219512,-4.50256944184,-4.12071177676
48,"aragonite",563.707317073,-4.04604524662,-3.7271212724
48,"aragonite",569.463414634,-3.86087321324,-3.8296147351
48,"aragonite",575.219512195,-4.11924082593,-3.61760658388
48,"aragonite",580.975609756,-4.02789508759,-2.56597082902
48,"aragonite",586.731707317,-3.84660616868,-2.67229556516
48,"aragonite",592.487804878,-4.00952579034,-2.97253313376
48,"aragonite",598.243902439,-4.1783627538,-2.96900051951
48,"aragonite",604,-4.11679174898,-2.77503298756
48,"aragonite",614,-3.98370237747,-2.76834822435
48,"aragonite",619,-4.13041345834,-3.16803711345
48,"aragonite",624,-4.26835925475,-3.10661810132
48,"aragonite",629,-4.31155925413,-2.8309888583
48,"aragonite",634,-4.21798748152,-3.16765227219
48,"aragonite",639,-4.19805639746,-3.54896286386
48,"aragonite",659,-3.88352644291,-3.1001533516
48,"aragonite",664,-3.79096007057,-3.32498257573
48,"aragonite",669,-3.1456592868,-2.85010717896
48,"aragonite",674,-3.51041703736,-3.27291255636
48,"aragonite",679,-3.35826581377,-3.12030245366
48,"aragonite",694,-3.57030619301,-3.34054154017
48,"aragonite",706.127272727,-3.51918110168,-3.169427939
48,"aragonite",718.254545455,-3.72574839426,-3.20244211667
48,"aragonite",730.381818182,-3.87871979996,-4.35651177258
48,"aragonite",742.509090909,-3.70243360146,-4.4679093389
48,"aragonite",766.763636364,-3.26431994442,-4.27563360123
48,"aragonite",778.890909091,-3.23560722594,-3.7854552336
48,"aragonite",815.272727273,-3.98908639348,-4.83079106652
48,"aragonite",827.4,-4.23894275609,-5.13849535785
48,"aragonite",839.527272727,-4.17626459083,-4.90668477775
48,"aragonite",851.654545455,-4.60968361432,-4.85327522879
48,"aragonite",875.909090909,-3.48351794382,-4.49458032126
48,"aragonite",888.036363636,-3.2257856,-4.9500354
48,"aragonite",900.163636364,-3.6880912,-3.9056902
48,"aragonite",912.290909091,-3.75,-4.35
48,"aragonite",924.418181818,-3.551804,-4.557898
48,"aragonite",936.545454545,-3.5633096,-5.0424823
48,"aragonite",948.672727273,-4.1626704,-4.4370059
48,"aragonite",960.8,-3.8977652,-4.1200451
48,"aragonite",972.92727273,-3.3812512,-4.5629775
48,"aragonite",985.05454545,-3.9325404,-4.6168202
48,"aragonite",997.18181818,-4.159602,-4.7052035
48,"aragonite",1009.30909091,-3.4651208,-4.2846209
48,"aragonite",1021.43636364,-3.3382936,-4.1505221
48,"aragonite",1033.56363636,-3.484554,-4.2663347
48,"aragonite",1045.69090909,-3.0273624,-4.5050712
48,"aragonite",1057.81818182,-3.2547752,-4.18049115
48,"aragonite",1069.94545455,-2.76793,-3.8244182
48,"aragonite",1082.07272727,-2.652444,-3.8721655
48,"aragonite",1094.2,-2.922252,-3.9575011
76,"calcite",112,NA,-8.32
76,"calcite",123,NA,-8.08
76,"calcite",134,NA,-8.05
76,"calcite",138,NA,-7.92
76,"calcite",142,NA,-8.08
76,"calcite",145,NA,-8.19
76,"calcite",149,NA,-8
76,"calcite",153,NA,-7.98
76,"calcite",156,NA,-7.96
76,"calcite",160,NA,-8.39
76,"calcite",164,NA,-8.11
76,"calcite",187,NA,-8.21
76,"calcite",209,NA,-8.04
76,"calcite",232,NA,-8.12
76,"calcite",255,NA,-8.22
76,"calcite",278,NA,-8.14
76,"calcite",301,NA,-7.92
76,"calcite",323,NA,-8.1
76,"calcite",346,NA,-7.97
76,"calcite",369,NA,-8.06
76,"calcite",392,NA,-7.72
76,"calcite",415,NA,-8.34
76,"calcite",437,NA,-8.23
76,"calcite",460,NA,-8.38
76,"calcite",466,NA,-8.28
76,"calcite",472,NA,-8.49
76,"calcite",478,NA,-8.03
76,"calcite",484,NA,-7.99
76,"calcite",490,NA,-8.13
76,"calcite",496,NA,-7.94
76,"calcite",502,NA,-8.18
76,"calcite",508,NA,-8.05
76,"calcite",514,NA,-8.23
76,"calcite",520,NA,-8.17
76,"calcite",526,NA,-8.08
76,"calcite",531,NA,-7.83
76,"calcite",537,NA,-8.06
76,"calcite",543,NA,-8.1
76,"calcite",549,NA,-7.95
76,"calcite",555,NA,-8.13
76,"calcite",561,NA,-7.84
76,"calcite",567,NA,-8.24
76,"calcite",573,NA,-7.87
76,"calcite",579,NA,-7.87
76,"calcite",585,NA,-8.39
76,"calcite",591,NA,-8.33
76,"calcite",597,NA,-8.02
76,"calcite",603,NA,-7.98
76,"calcite",609,NA,-8.22
76,"calcite",615,NA,-8.49
76,"calcite",620,NA,-8.52
76,"calcite",626,NA,-8.12
76,"calcite",632,NA,-8.07
76,"calcite",638,NA,-8.09
76,"calcite",644,NA,-8.03
76,"calcite",650,NA,-8.36
76,"calcite",656,NA,-8.38
76,"calcite",662,NA,-8.48
76,"calcite",668,NA,-8.35
76,"calcite",675,NA,-8.32
76,"calcite",681,NA,-8.29
76,"calcite",688,NA,-8.21
76,"calcite",694,NA,-8.12
76,"calcite",701,NA,-8.18
76,"calcite",707,NA,-8.12
