"entity_id","mineralogy","interp_age","d13C_measurement","d18O_measurement"
113,"aragonite",307.36,NA,-2.63293235518
113,"aragonite",321.18,NA,-2.66164361512
113,"aragonite",335,NA,-2.85515859877
113,"aragonite",339.64,NA,-2.97333036129
113,"aragonite",344.29,NA,-2.93908580477
113,"aragonite",348.93,NA,-3.01187063307
113,"aragonite",353.57,NA,-3.0560108689
113,"aragonite",358.21,NA,-3.14182132367
113,"aragonite",362.86,NA,-3.12168857048
113,"aragonite",367.5,NA,-2.71948613483
113,"aragonite",372.14,NA,-2.45123029653
113,"aragonite",376.79,NA,-2.39711523467
113,"aragonite",381.43,NA,-2.61059064715
113,"aragonite",386.07,NA,-2.770433929
113,"aragonite",390.71,NA,-2.78810501074
113,"aragonite",395.36,NA,-2.66304370583
113,"aragonite",400,NA,-3.00404031571
113,"aragonite",402.16,NA,-3.21485531705
113,"aragonite",404.32,NA,-3.30330464717
113,"aragonite",406.47,NA,-3.43054215895
113,"aragonite",408.63,NA,-3.71220462377
113,"aragonite",410.79,NA,-3.61093699013
113,"aragonite",412.95,NA,-3.38414371312
113,"aragonite",415.11,NA,-3.414719134
113,"aragonite",417.26,NA,-3.67177221832
113,"aragonite",419.42,NA,-3.8072971586
113,"aragonite",421.58,NA,-3.83444589912
113,"aragonite",423.74,NA,-3.85391656776
113,"aragonite",425.89,NA,-3.69668626769
113,"aragonite",428.05,NA,-3.60229568044
113,"aragonite",430.21,NA,-3.49651391582
113,"aragonite",432.37,NA,-3.27973255444
113,"aragonite",434.53,NA,-3.50912390337
113,"aragonite",436.68,NA,-3.56381846075
113,"aragonite",438.84,NA,-3.43179446639
113,"aragonite",441,NA,-3.45119991344
113,"aragonite",445.73,NA,-3.32386812925
113,"aragonite",450.46,NA,-3.1621866161
113,"aragonite",455.19,NA,-3.1586099916
113,"aragonite",459.92,NA,-3.22262693586
113,"aragonite",464.65,NA,-3.24920398844
113,"aragonite",469.38,NA,-3.07520505495
113,"aragonite",474.11,NA,-3.04167366927
113,"aragonite",478.84,NA,-3.21449560146
113,"aragonite",483.57,NA,-3.44808149021
113,"aragonite",488.3,NA,-3.53683131271
113,"aragonite",493.03,NA,-3.48603466439
113,"aragonite",497.76,NA,-3.41489659624
113,"aragonite",502.49,NA,-3.48496658717
113,"aragonite",507.22,NA,-3.39868696818
113,"aragonite",511.95,NA,-3.55424786025
113,"aragonite",516.68,NA,-3.60607266852
113,"aragonite",521.41,NA,-3.57000532875
113,"aragonite",526.14,NA,-3.5560622127
113,"aragonite",530.86,NA,-3.49406777178
113,"aragonite",535.59,NA,-3.52909646787
113,"aragonite",540.32,NA,-3.49832325321
113,"aragonite",545.05,NA,-3.5323701017
113,"aragonite",549.78,NA,-3.27643261937
113,"aragonite",554.51,NA,-3.0588497221
113,"aragonite",559.24,NA,-3.11985800359
113,"aragonite",563.97,NA,-3.1726371137
113,"aragonite",568.7,NA,-3.04295300106
113,"aragonite",573.43,NA,-2.95212192225
113,"aragonite",578.16,NA,-2.98175393257
113,"aragonite",582.89,NA,-3.01483783768
113,"aragonite",587.62,NA,-3.03705773569
113,"aragonite",592.35,NA,-2.80215305985
113,"aragonite",597.08,NA,-2.79402688749
113,"aragonite",601.81,NA,-2.86964917981
113,"aragonite",606.54,NA,-3.09239435614
113,"aragonite",611.27,NA,-3.65059025191
113,"aragonite",616,NA,-4.07467029909
113,"aragonite",619.38,NA,-4.3912930843
113,"aragonite",622.75,NA,-4.21822260324
113,"aragonite",626.13,NA,-4.22290686931
113,"aragonite",629.51,NA,-4.15015211315
113,"aragonite",632.89,NA,-3.91469830199
113,"aragonite",636.26,NA,-3.4585771807
113,"aragonite",639.64,NA,-3.50060703761
113,"aragonite",643.02,NA,-3.7097064651
113,"aragonite",646.4,NA,-3.84924710205
113,"aragonite",649.77,NA,-3.80111615891
113,"aragonite",653.15,NA,-3.72721163294
113,"aragonite",656.53,NA,-3.68608823419
113,"aragonite",659.91,NA,-4.09344320981
113,"aragonite",663.28,NA,-4.59747688131
113,"aragonite",666.66,NA,-4.65508780655
113,"aragonite",670.04,NA,-4.68896649432
113,"aragonite",673.42,NA,-4.71771720327
113,"aragonite",676.79,NA,-4.6211059733
113,"aragonite",680.17,NA,-4.73553528212
113,"aragonite",683.55,NA,-4.61985296436
113,"aragonite",686.92,NA,-4.02312515004
113,"aragonite",690.3,NA,-3.6585739118
113,"aragonite",693.68,NA,-3.62038067894
113,"aragonite",697.06,NA,-3.69253356987
113,"aragonite",700.43,NA,-3.65772780627
113,"aragonite",703.81,NA,-3.81390085935
113,"aragonite",707.19,NA,-3.7288343284
113,"aragonite",710.57,NA,-3.53498158947
113,"aragonite",713.94,NA,-3.53370529152
113,"aragonite",717.32,NA,-3.51983581359
113,"aragonite",720.7,NA,-3.69007478652
113,"aragonite",724.08,NA,-3.95640007814
113,"aragonite",727.45,NA,-4.22179467422
113,"aragonite",730.83,NA,-3.8139410627
113,"aragonite",734.21,NA,-3.60284987257
113,"aragonite",737.58,NA,-3.58874901041
113,"aragonite",740.96,NA,-3.36914968472
113,"aragonite",744.34,NA,-3.25815363971
113,"aragonite",747.72,NA,-3.28035316865
113,"aragonite",751.09,NA,-3.27124523015
113,"aragonite",754.47,NA,-3.28519086032
113,"aragonite",757.85,NA,-3.33700973063
113,"aragonite",761.23,NA,-3.07574151043
113,"aragonite",764.6,NA,-3.25017477624
113,"aragonite",767.98,NA,-3.40550440624
113,"aragonite",771.36,NA,-3.28183666536
113,"aragonite",774.74,NA,-3.42903193733
113,"aragonite",778.11,NA,-3.80879052069
113,"aragonite",781.49,NA,-3.87633550799
113,"aragonite",784.87,NA,-3.59235005044
113,"aragonite",788.25,NA,-3.73055702042
113,"aragonite",791.62,NA,-4.12377495177
113,"aragonite",795,NA,-4.47192779611
113,"aragonite",799.44,NA,-4.48621597946
113,"aragonite",803.87,NA,-4.60171127759
113,"aragonite",808.31,NA,-4.54152690064
113,"aragonite",812.75,NA,-4.40333582956
113,"aragonite",817.19,NA,-4.28660012294
113,"aragonite",821.62,NA,-4.10983156752
113,"aragonite",826.06,NA,-4.23545423998
113,"aragonite",830.5,NA,-4.16826253439
113,"aragonite",834.94,NA,-3.63012336566
113,"aragonite",839.37,NA,-4.04282920172
113,"aragonite",843.81,NA,-3.56517641171
113,"aragonite",848.25,NA,-3.55775247417
113,"aragonite",852.69,NA,-3.55455456022
113,"aragonite",857.12,NA,-3.53268310408
113,"aragonite",861.56,NA,-3.62116413865
113,"aragonite",866,NA,-3.46502477585
113,"aragonite",870.44,NA,-3.41497021492
113,"aragonite",874.87,NA,-3.45676241482
113,"aragonite",879.31,NA,-3.40323439036
113,"aragonite",883.75,NA,-3.41605722595
113,"aragonite",888.19,NA,-3.22681304637
113,"aragonite",892.62,NA,-3.16620808551
113,"aragonite",897.06,NA,-3.16445897322
113,"aragonite",901.5,NA,-3.18876942517
113,"aragonite",905.94,NA,-2.99112148909
113,"aragonite",910.37,NA,-2.99683582688
113,"aragonite",914.81,NA,-3.02358689809
113,"aragonite",919.25,NA,-3.06728808433
113,"aragonite",923.69,NA,-2.92499360834
113,"aragonite",928.12,NA,-2.93200116282
113,"aragonite",932.56,NA,-2.89838774153
113,"aragonite",937,NA,-2.56173200656
113,"aragonite",941.44,NA,-2.58432620427
113,"aragonite",945.87,NA,-2.6181752273
113,"aragonite",950.31,NA,-2.44693071606
113,"aragonite",954.75,NA,-2.54606458053
113,"aragonite",959.19,NA,-2.93451329031
113,"aragonite",963.62,NA,-3.18294513205
113,"aragonite",968.06,NA,-3.12427436737
113,"aragonite",972.5,NA,-3.25619995333
113,"aragonite",976.94,NA,-3.28338443421
113,"aragonite",981.37,NA,-3.21964721411
113,"aragonite",985.81,NA,-3.21219215643
113,"aragonite",990.25,NA,-3.10782975753
113,"aragonite",994.69,NA,-3.07312715907
113,"aragonite",999.12,NA,-3.14013800315
113,"aragonite",1003.56,NA,-3.18408319855
113,"aragonite",1008,NA,-3.1541593782
113,"aragonite",1012.44,NA,-3.3023365369
113,"aragonite",1016.87,NA,-3.32841309877
113,"aragonite",1021.31,NA,-2.86866765291
113,"aragonite",1025.75,NA,-2.71370939705
113,"aragonite",1030.19,NA,-2.95168362188
113,"aragonite",1034.62,NA,-2.82844580632
113,"aragonite",1039.06,NA,-2.87187959951
113,"aragonite",1043.5,NA,-2.84106508508
113,"aragonite",1047.94,NA,-3.01879053626
113,"aragonite",1052.37,NA,-3.14103600205
113,"aragonite",1056.81,NA,-3.20744651168
113,"aragonite",1061.25,NA,-3.32792609803
113,"aragonite",1065.69,NA,-3.77963954473
113,"aragonite",1070.12,NA,-3.74873204009
113,"aragonite",1074.56,NA,-3.71459576323
113,"aragonite",1079,NA,-3.75803319339
113,"aragonite",1082.13,NA,-4.23123345371
113,"aragonite",1085.26,NA,-3.88149830011
113,"aragonite",1088.39,NA,-3.78662767
113,"aragonite",1091.52,NA,-3.53112603309
113,"aragonite",1094.65,NA,-3.61596187586
113,"aragonite",1097.78,NA,-3.66464069512
118,"calcite",101.8,-8.752,-6.411
118,"calcite",105,-8.829,-6.252
118,"calcite",108.3,-8.86,-6.093
118,"calcite",111.5,-8.964,-6.044
118,"calcite",114.8,-9.073,-5.997
118,"calcite",118,-9.108,-5.852
118,"calcite",121.2,-9.201,-5.961
118,"calcite",124.5,-9.202,-5.82
118,"calcite",127.7,-9.276,-5.949
118,"calcite",131,-9.29,-6.207
118,"calcite",134.2,-9.031,-6.264
118,"calcite",135.8,-8.896,-6.403
118,"calcite",137.3,-9.118,-6.588
118,"calcite",138.9,-9.05,-6.471
118,"calcite",140.4,-9.053,-6.582
118,"calcite",142,-9.181,-6.503
118,"calcite",143.5,-9.44,-6.797
118,"calcite",145.1,-9.37,-7.002
118,"calcite",146.6,-9.337,-7.077
118,"calcite",148.2,-9.394,-6.78
118,"calcite",149.8,-8.138,-5.593
118,"calcite",151.3,-8.175,-5.868
118,"calcite",152.9,-8.709,-6.411
118,"calcite",154.4,-8.549,-6.322
118,"calcite",156,-8.427,-6.244
118,"calcite",157.5,-8.646,-6.125
118,"calcite",159.1,-7.564,-5.138
118,"calcite",168.5,-8.44,-5.465
118,"calcite",177.9,-7.82,-5.212
118,"calcite",187.4,-8.304,-5.555
118,"calcite",196.8,-8.489,-5.807
118,"calcite",206.3,-8.455,-6.021
118,"calcite",215.7,-8.537,-6.228
118,"calcite",225.2,-8.507,-6.263
118,"calcite",234.6,-8.001,-6.147
118,"calcite",244,-8.961,-6.731
118,"calcite",253.5,-8.341,-6.538
118,"calcite",262.9,-7.905,-6.452
118,"calcite",272.4,-8.717,-6.816
118,"calcite",281.8,-9.282,-7.169
118,"calcite",284.4,-9.2,-7.007
118,"calcite",287,-8.762,-6.675
118,"calcite",289.7,-8.452,-6.787
118,"calcite",292.3,-8.33,-6.798
118,"calcite",294.9,-8.378,-6.925
118,"calcite",297.5,-8.441,-6.642
118,"calcite",300.2,-8.428,-6.173
118,"calcite",302.8,-7.392,-6.042
118,"calcite",305.4,-6.484,-5.913
118,"calcite",308,-6.858,-6.104
118,"calcite",310.6,-7.007,-6.066
118,"calcite",313.3,-6.951,-6.137
118,"calcite",315.9,-7.141,-5.978
118,"calcite",318.5,-7.674,-6.298
118,"calcite",321.1,-8.166,-6.8
118,"calcite",323.7,-7.652,-6.216
118,"calcite",326.4,-6.94,-5.664
118,"calcite",329,-7.575,-5.921
118,"calcite",331.6,-7.547,-5.928
118,"calcite",334.2,-7.6,-5.312
118,"calcite",336.8,-6.573,-4.82
118,"calcite",339.5,-6.098,-4.505
118,"calcite",342.1,-6.489,-4.839
118,"calcite",344.7,-6.605,-4.741
118,"calcite",347.3,-7.497,-5.142
118,"calcite",349.9,-8.138,-5.67
118,"calcite",352.6,-5.603,-5.022
118,"calcite",355.2,-5.577,-4.986
118,"calcite",357.8,-6.908,-5.788
118,"calcite",360.4,-7.243,-5.288
118,"calcite",363.1,-7.448,-5.106
118,"calcite",365.7,-7.385,-5.155
118,"calcite",368.3,-6.829,-4.998
118,"calcite",370.7,-6.961,-5.065
118,"calcite",373.2,-6.668,-5.076
118,"calcite",375.7,-5.969,-4.821
118,"calcite",378.1,-6.714,-5.167
118,"calcite",380.6,-7.526,-5.186
118,"calcite",383,-6.82,-4.421
118,"calcite",385.5,-6.211,-3.923
118,"calcite",387.9,-6.836,-4.289
118,"calcite",390.4,-6.299,-4.14
118,"calcite",392.8,-6.111,-4.123
118,"calcite",395.3,-5.929,-4.098
118,"calcite",397.7,-6.592,-4.558
118,"calcite",400.2,-6.701,-4.569
118,"calcite",402.6,-6.414,-4.568
118,"calcite",405.1,-6.985,-4.953
118,"calcite",407.5,-7.109,-4.858
118,"calcite",410,-6.928,-4.721
118,"calcite",412.4,-6.452,-4.343
118,"calcite",414.9,-7.209,-4.688
118,"calcite",417.4,-6.855,-4.631
118,"calcite",420.9,-6.74,-4.599
118,"calcite",424.5,-6.64,-4.802
118,"calcite",428.1,-7.037,-5.266
118,"calcite",431.6,-6.739,-5.182
118,"calcite",435.2,-6.65,-5.448
118,"calcite",438.8,-7.671,-6.36
118,"calcite",442.3,-7.789,-6.282
118,"calcite",445.9,-7.298,-5.968
118,"calcite",447.5,-8.434,-6.531
118,"calcite",449.1,-8.451,-5.73
118,"calcite",450.6,-8.305,-5.193
118,"calcite",452.2,-7.81,-4.692
118,"calcite",453.8,-8.131,-4.882
118,"calcite",455.4,-8.476,-4.954
118,"calcite",457,-8.192,-5.177
118,"calcite",458.5,-8.025,-5.172
118,"calcite",460.1,-8.019,-5.345
118,"calcite",461.7,-7.944,-5.597
118,"calcite",463.3,-7.626,-5.212
118,"calcite",464.9,-7.759,-5.353
118,"calcite",466.5,-7.705,-5.013
118,"calcite",468,-7.731,-4.787
118,"calcite",469.6,-7.726,-5.029
118,"calcite",471.2,-8.037,-5.461
118,"calcite",472.8,-8.179,-5.594
118,"calcite",474.4,-8.14,-5.853
118,"calcite",476,-8.263,-6.232
118,"calcite",477.5,-8.329,-6.223
118,"calcite",479.1,-8.414,-6.744
118,"calcite",480.7,-7.963,-6.489
118,"calcite",482.3,-7.649,-6.118
118,"calcite",483.9,-8.338,-6.901
118,"calcite",485.4,-7.857,-5.994
118,"calcite",487,-7.88,-5.873
118,"calcite",488.6,-7.832,-5.949
118,"calcite",490.2,-7.778,-5.864
118,"calcite",491.8,-7.711,-5.773
118,"calcite",493.4,-7.796,-5.84
118,"calcite",494.2,-7.743,-5.777
118,"calcite",495.1,-7.744,-5.856
118,"calcite",496,-7.83,-5.805
118,"calcite",496.9,-8.097,-5.726
118,"calcite",497.7,-7.942,-5.524
118,"calcite",498.6,-7.744,-5.395
118,"calcite",499.5,-7.481,-5.361
118,"calcite",500.4,-7.375,-5.328
118,"calcite",501.3,-7.451,-5.452
118,"calcite",502.1,-7.623,-5.553
118,"calcite",503,-7.784,-5.574
118,"calcite",503.9,-7.829,-5.8
118,"calcite",504.8,-7.698,-5.728
118,"calcite",505.6,-7.566,-5.542
118,"calcite",506.5,-7.788,-5.646
118,"calcite",507.4,-8.168,-5.726
118,"calcite",508.3,-7.618,-5.422
118,"calcite",509.2,-7.657,-5.473
118,"calcite",510,-7.646,-5.589
118,"calcite",510.9,-7.206,-5.371
118,"calcite",511.8,-6.692,-4.989
118,"calcite",512.7,-6.735,-5.026
118,"calcite",513.5,-7.3,-5.508
118,"calcite",514.4,-7.182,-5.058
118,"calcite",515.3,-7.179,-5.089
118,"calcite",516.2,-7.5,-5.152
118,"calcite",517.1,-7.533,-5.02
118,"calcite",517.9,-7.296,-5.32
118,"calcite",518.8,-6.602,-4.607
118,"calcite",519.7,-6.5,-4.375
118,"calcite",520.6,-6.817,-4.452
118,"calcite",521.4,-7.183,-4.778
118,"calcite",522.3,-6.511,-4.487
118,"calcite",523.2,-6.574,-4.64
118,"calcite",524.1,-7.037,-5.176
118,"calcite",525,-7.085,-5.245
118,"calcite",525.8,-7.173,-5.751
118,"calcite",526.7,-7.042,-5.93
118,"calcite",527.6,-7.373,-6.185
118,"calcite",528.5,-6.849,-6.067
118,"calcite",529.5,-6.717,-6.091
118,"calcite",530.6,-6.733,-5.96
118,"calcite",531.6,-6.939,-6.124
118,"calcite",532.7,-6.616,-5.745
118,"calcite",533.7,-7.104,-6.053
118,"calcite",534.8,-7.767,-6.311
118,"calcite",535.8,-7.517,-5.866
118,"calcite",536.8,-7.302,-5.383
118,"calcite",537.9,-6.589,-4.865
118,"calcite",538.9,-6.801,-4.846
118,"calcite",540,-6.814,-4.915
118,"calcite",541,-7.101,-4.884
118,"calcite",542.1,-7.573,-5.109
118,"calcite",543.1,-6.929,-4.718
118,"calcite",544.2,-6.636,-4.675
118,"calcite",545.2,-6.765,-4.736
118,"calcite",546.3,-6.712,-5.01
118,"calcite",547.3,-6.34,-4.545
118,"calcite",548.4,-6.446,-4.619
118,"calcite",549.4,-6.791,-5.005
118,"calcite",550.5,-6.752,-5.49
118,"calcite",551.5,-6.529,-5.104
118,"calcite",552.6,-6.515,-5.069
118,"calcite",553.6,-6.649,-5.161
118,"calcite",554.7,-6.867,-5.271
118,"calcite",555.7,-6.945,-5.617
118,"calcite",556.8,-6.431,-5.229
118,"calcite",557.8,-5.989,-5.047
118,"calcite",558.9,-6.437,-5.449
118,"calcite",559.9,-6.816,-5.65
118,"calcite",561,-6.654,-5.493
118,"calcite",562,-7.161,-5.834
118,"calcite",563.1,-6.948,-5.723
118,"calcite",564.1,-6.143,-5.3
118,"calcite",565.2,-6.427,-5.215
118,"calcite",566.2,-6.993,-5.578
118,"calcite",567.2,-7.252,-5.691
118,"calcite",568.3,-6.872,-5.573
118,"calcite",569.3,-7.213,-5.495
118,"calcite",570.4,-7.431,-5.477
118,"calcite",571.4,-7.069,-5.432
118,"calcite",572.5,-6.105,-4.927
118,"calcite",573.5,-5.752,-4.547
118,"calcite",574.6,-6.095,-4.937
118,"calcite",575.6,-6.095,-4.99
118,"calcite",576.7,-5.936,-4.901
118,"calcite",577.7,-5.92,-4.953
118,"calcite",578.8,-5.887,-4.905
118,"calcite",579.8,-5.777,-4.728
118,"calcite",580.9,-5.995,-4.788
118,"calcite",583.3,-6.667,-5.007
118,"calcite",585.7,-7.237,-5.303
118,"calcite",588.1,-7.326,-5.161
118,"calcite",590.4,-6.879,-5.005
118,"calcite",592.8,-5.284,-4.22
118,"calcite",595.2,-3.306,-3.087
118,"calcite",597.6,-3.197,-2.95
118,"calcite",600,-3.172,-2.882
118,"calcite",602.4,-6.637,-4.325
118,"calcite",604.8,-7.183,-4.885
118,"calcite",607.2,-7.84,-4.922
118,"calcite",609.6,-7.615,-4.894
118,"calcite",612,-6.888,-4.565
118,"calcite",614.4,-7.211,-4.717
118,"calcite",616.7,-6.956,-4.703
118,"calcite",619.1,-7.036,-5.043
118,"calcite",621.5,-7.643,-5.337
118,"calcite",623.9,-7.481,-5.332
118,"calcite",626.3,-6.179,-4.453
118,"calcite",628.7,-6.397,-4.558
118,"calcite",631.4,-7.013,-5.451
118,"calcite",634.1,-7.229,-5.202
118,"calcite",636.8,-7.702,-5.584
118,"calcite",639.5,-7.587,-5.566
118,"calcite",642.2,-7.615,-5.56
118,"calcite",644.9,-7.856,-5.618
118,"calcite",647.6,-7.342,-5.381
118,"calcite",650.3,-7.201,-5.142
118,"calcite",653,-7.202,-5.397
118,"calcite",655.7,-7.376,-5.272
118,"calcite",657.2,-7.665,-5.396
118,"calcite",658.6,-7.829,-5.497
118,"calcite",660.1,-7.772,-5.299
118,"calcite",661.6,-7.347,-4.901
118,"calcite",663,-7.233,-4.805
118,"calcite",664.5,-7.538,-5.002
118,"calcite",666,-7.104,-4.736
118,"calcite",667.4,-7.399,-5.001
118,"calcite",668.9,-7.134,-4.96
118,"calcite",670.4,-6.767,-4.836
118,"calcite",671.8,-7.003,-5.076
118,"calcite",673.3,-7.348,-5.226
118,"calcite",674.8,-7.689,-5.59
118,"calcite",676.3,-7.616,-5.657
118,"calcite",677.7,-7.885,-5.78
118,"calcite",679.2,-7.992,-5.789
118,"calcite",680.7,-7.874,-5.731
118,"calcite",682.1,-8.231,-5.882
118,"calcite",683.6,-8.495,-6.178
118,"calcite",685.1,-8.149,-5.592
118,"calcite",686.5,-8.582,-6.128
118,"calcite",688,-8.548,-5.813
118,"calcite",689.5,-8.75,-5.723
118,"calcite",690.9,-8.543,-5.525
118,"calcite",692.4,-8.722,-5.685
118,"calcite",693.9,-8.651,-5.728
118,"calcite",695.3,-8.359,-5.541
118,"calcite",696.8,-8.657,-5.879
118,"calcite",698.3,-8.962,-5.913
118,"calcite",699.7,-9.125,-6.028
118,"calcite",701.2,-9.089,-6.342
118,"calcite",702.7,-9.131,-6.232
118,"calcite",704.1,-8.671,-5.623
118,"calcite",705.6,-8.669,-5.77
118,"calcite",707.1,-8.533,-5.485
118,"calcite",708.5,-8.475,-5.704
118,"calcite",710,-8.052,-5.433
118,"calcite",711.5,-8.192,-5.363
118,"calcite",712.9,-8.048,-5.154
118,"calcite",714.4,-8.136,-5.273
118,"calcite",715.9,-7.753,-4.932
118,"calcite",717.3,-8.187,-5.305
118,"calcite",718.8,-7.611,-4.872
118,"calcite",720.3,-7.704,-5.098
118,"calcite",721.7,-7.905,-5.345
118,"calcite",723.2,-7.905,-5.043
118,"calcite",724.7,-8.169,-5.185
118,"calcite",726.1,-8.061,-5.087
118,"calcite",727.6,-7.909,-4.966
118,"calcite",729.1,-7.68,-4.653
118,"calcite",729.8,-8.108,-5.478
118,"calcite",730.5,-7.841,-4.772
118,"calcite",731.2,-8.212,-5.086
118,"calcite",731.9,-7.558,-4.696
118,"calcite",732.6,-7.745,-4.642
118,"calcite",733.3,-7.985,-5.013
118,"calcite",733.9,-7.847,-4.753
118,"calcite",734.6,-8.591,-5.262
118,"calcite",735.3,-8.015,-4.967
118,"calcite",736,-8.333,-5.148
118,"calcite",736.7,-8.32,-5.11
118,"calcite",737.4,-8.416,-5.089
118,"calcite",738.1,-8.606,-5.083
118,"calcite",738.8,-8.491,-4.967
118,"calcite",739.5,-8.762,-5.074
118,"calcite",740.2,-8.826,-5.276
118,"calcite",740.9,-8.445,-5.228
118,"calcite",741.6,-7.992,-5.076
118,"calcite",742.3,-7.609,-4.719
118,"calcite",743,-7.957,-5.077
118,"calcite",743.7,-8.225,-5.304
118,"calcite",744.4,-7.997,-5.234
118,"calcite",745.1,-7.864,-5.068
118,"calcite",745.7,-7.79,-5.1
118,"calcite",746.4,-7.613,-4.925
118,"calcite",747.1,-7.64,-4.945
118,"calcite",747.8,-7.792,-5.021
118,"calcite",748.5,-7.869,-4.944
118,"calcite",749.2,-7.745,-4.837
118,"calcite",749.9,-7.649,-4.697
118,"calcite",753.3,-7.728,-4.635
118,"calcite",756.6,-7.588,-4.656
118,"calcite",759.9,-7.242,-4.343
118,"calcite",763.3,-7.29,-4.293
118,"calcite",766.6,-7.341,-4.284
118,"calcite",770,-7.418,-4.386
118,"calcite",773.3,-7.59,-4.541
118,"calcite",776.6,-7.722,-4.626
118,"calcite",780,-7.82,-4.738
118,"calcite",783.3,-7.857,-4.766
118,"calcite",786.7,-7.857,-5.012
118,"calcite",790,-7.685,-5.21
118,"calcite",793.4,-7.659,-5.416
118,"calcite",796.7,-7.309,-5.329
118,"calcite",800,-7.326,-5.213
118,"calcite",803.4,-7.74,-5.497
118,"calcite",806.7,-7.908,-5.683
118,"calcite",810.1,-8.046,-5.794
118,"calcite",813.4,-8.233,-5.883
118,"calcite",816.7,-8.377,-5.856
118,"calcite",817.2,-8.252,-5.566
118,"calcite",817.7,-7.988,-5.358
118,"calcite",818.2,-7.846,-5.229
118,"calcite",818.6,-7.32,-5.008
118,"calcite",819.1,-6.916,-4.858
118,"calcite",819.6,-6.899,-4.77
118,"calcite",820.1,-7.201,-4.879
118,"calcite",820.5,-7.566,-5.081
118,"calcite",821,-7.901,-5.326
118,"calcite",821.5,-8.017,-5.325
118,"calcite",822,-7.912,-5.226
118,"calcite",822.5,-7.649,-5.043
118,"calcite",822.9,-7.582,-4.903
118,"calcite",823.4,-7.597,-4.935
118,"calcite",823.9,-7.594,-4.833
118,"calcite",824.4,-7.615,-4.848
118,"calcite",824.8,-7.594,-4.792
118,"calcite",825.3,-7.561,-4.817
118,"calcite",825.8,-7.475,-4.789
118,"calcite",826.3,-7.475,-4.913
118,"calcite",826.7,-7.601,-5.231
118,"calcite",827.2,-7.678,-5.424
118,"calcite",827.7,-7.527,-5.436
118,"calcite",828.2,-7.362,-5.451
118,"calcite",828.6,-7.3,-5.392
118,"calcite",829.1,-7.397,-5.342
118,"calcite",829.6,-7.513,-5.344
118,"calcite",830.1,-7.669,-5.323
118,"calcite",830.5,-7.758,-5.081
118,"calcite",831,-7.645,-5.118
118,"calcite",831.5,-7.397,-4.971
118,"calcite",832,-7.186,-4.826
118,"calcite",832.4,-7.393,-4.932
118,"calcite",832.9,-7.704,-5.115
118,"calcite",833.4,-7.792,-5.228
118,"calcite",833.9,-7.603,-5.088
118,"calcite",834.3,-7.52,-5.172
118,"calcite",834.8,-7.497,-5.025
118,"calcite",835.3,-7.238,-4.868
118,"calcite",835.8,-7.068,-4.663
118,"calcite",836.2,-7.144,-4.768
118,"calcite",836.7,-7.037,-4.608
118,"calcite",837.2,-7.015,-4.542
118,"calcite",837.7,-7.188,-4.628
118,"calcite",838.1,-7.295,-4.634
118,"calcite",838.6,-7.311,-4.602
118,"calcite",839.1,-7.337,-4.787
118,"calcite",839.6,-7.29,-4.785
118,"calcite",840,-7.226,-4.793
118,"calcite",840.5,-7.219,-4.839
118,"calcite",841.8,-7.196,-4.882
118,"calcite",843.1,-7.158,-4.886
118,"calcite",844.4,-7.133,-4.795
118,"calcite",845.7,-7.084,-4.694
118,"calcite",847,-7.09,-4.692
118,"calcite",848.3,-7.161,-4.625
118,"calcite",849.6,-7.205,-4.545
118,"calcite",850.9,-7.203,-4.518
118,"calcite",852.2,-7.219,-4.527
118,"calcite",853.5,-7.307,-4.704
118,"calcite",854.8,-7.233,-4.824
118,"calcite",856.1,-7.102,-4.901
118,"calcite",857.5,-6.92,-4.975
118,"calcite",858.8,-6.978,-5.048
118,"calcite",860.1,-7.12,-5.159
118,"calcite",861.4,-7.333,-5.271
118,"calcite",862.7,-7.381,-5.165
118,"calcite",864,-7.133,-4.928
118,"calcite",865.3,-6.973,-4.69
118,"calcite",866.6,-6.849,-4.503
118,"calcite",867.9,-6.948,-4.582
118,"calcite",869.2,-7.021,-4.796
118,"calcite",870.5,-6.944,-5.089
118,"calcite",871.8,-6.95,-5.463
118,"calcite",873.1,-7.123,-5.859
118,"calcite",874.4,-6.773,-5.043
118,"calcite",875.7,-7.055,-5.45
118,"calcite",877,-7.059,-5.107
118,"calcite",878.3,-7.265,-5.122
118,"calcite",879.6,-7.312,-5.08
118,"calcite",880.9,-7.27,-4.979
118,"calcite",882.2,-7.434,-5.209
118,"calcite",883.5,-7.32,-4.957
118,"calcite",884.8,-7.417,-5.034
118,"calcite",886.1,-7.692,-5.313
118,"calcite",887.4,-7.523,-4.976
118,"calcite",888.7,-7.655,-5.249
118,"calcite",890,-7.636,-5.038
118,"calcite",891.3,-7.691,-5.103
118,"calcite",892.6,-7.705,-5.09
118,"calcite",893.9,-7.715,-5.125
118,"calcite",895.2,-7.366,-4.792
118,"calcite",896.5,-7.258,-4.761
118,"calcite",897.8,-7.435,-4.76
118,"calcite",899.1,-7.665,-4.884
118,"calcite",900.4,-7.755,-4.886
118,"calcite",901.7,-7.866,-4.851
118,"calcite",903,-7.733,-4.671
118,"calcite",904.3,-7.659,-4.692
118,"calcite",905.7,-7.653,-4.686
118,"calcite",907.1,-7.566,-4.63
118,"calcite",908.6,-7.505,-4.35
118,"calcite",910,-7.476,-4.486
